Fiscal_Year,Department,Fund,CATEGORY,Amount,ExpenseRevenue,Fund_Category,ObjectId
2026,Debt Service,Wastewater Revenue Bonds 2019,City Debt Service,1025000,Expenses,Enterprise Funds,13855
2026,Debt Service,Wastewater Rev Ref Bonds Ser 2020,City Debt Service,1185000,Expenses,Enterprise Funds,13856
2026,Debt Service,Water Fund,City Debt Service,7477997,Expenses,Enterprise Funds,13857
2026,Debt Service,Golf Fund,City Debt Service,127004,Expenses,Other Governmental Funds,13858
2026,Community Development,General Fund,Transfers,164541,Expenses,Fund Total,13859
2026,Utilities,Wastewater Fund,Transfers,96992,Expenses,Enterprise Funds,13860
2026,Utilities,Storm Drainage Fund,Transfers,127622,Expenses,Enterprise Funds,13861
2026,Utilities,Wastewater Fund,Transfers,142050,Expenses,Enterprise Funds,13862
2026,Utilities,Storm Drainage Fund,Transfers,186909,Expenses,Enterprise Funds,13863
2026,Public Works,Landscaping and Lighting,Transfers,830936,Expenses,Other Governmental Funds,13864
2026,Public Works,General Fund,Transfers,52712,Expenses,Fund Total,13865
2026,Public Works,Gas Tax 2106,Transfers,1410177,Expenses,Other Governmental Funds,13866
2026,Public Works,Gas Tax 2106,Transfers,403017,Expenses,Other Governmental Funds,13867
2026,Community Development,Landscaping and Lighting,Transfers,209983,Expenses,Other Governmental Funds,13868
2026,Public Works,Marina Fund,Transfers,13178,Expenses,Other Governmental Funds,13869
2026,Public Works,Parking Fund,Transfers,288322,Expenses,Enterprise Funds,13870
2026,Public Works,Recycling and Solid Waste,Transfers,39534,Expenses,Enterprise Funds,13871
2026,Public Works,Fleet Management Fund,Transfers,39534,Expenses,Internal Service Funds,13872
2026,Public Works,Gas Tax 2106,Transfers,942867,Expenses,Other Governmental Funds,13873
2026,Public Works,Landscaping and Lighting,Transfers,4139404,Expenses,Other Governmental Funds,13874
2026,Public Works,General Fund,Transfers,16557,Expenses,Fund Total,13875
2026,Public Works,General Fund,Transfers,16557,Expenses,Fund Total,13876
2026,Public Works,Gas Tax 2106,Transfers,1750629,Expenses,Other Governmental Funds,13877
2026,Public Works,Gas Tax 2106,Transfers,310427,Expenses,Other Governmental Funds,13878
2026,Convention and Cultural Services,Community Center Fund,Transfers,21375,Expenses,Enterprise Funds,13879
2026,Citywide and Community Support,General Fund,Transfers,83766,Expenses,Fund Total,13880
2026,Citywide and Community Support,Measure U Fund,Transfers,21375,Expenses,Fund Total,13881
2026,City Manager,General Fund,Other Services and Supplies,-5000,Expenses,Fund Total,13882
2026,Finance,General Fund,Other Services and Supplies,5000,Expenses,Fund Total,13883
2026,Community Development,General Fund,Other Services and Supplies,-10625,Expenses,Fund Total,13884
2026,Community Development,General Fund,Other Services and Supplies,10625,Expenses,Fund Total,13885
2026,Human Resources,Risk Mgmt Fund,Other Services and Supplies,-797,Expenses,Risk Management,13886
2026,Human Resources,Worker's Compensation Fund,Other Services and Supplies,-11000,Expenses,Risk Management,13887
2026,Utilities,Water Fund,Other Services and Supplies,-410000,Expenses,Enterprise Funds,13888
2026,Police,General Fund,Other Services and Supplies,66800,Expenses,Fund Total,13889
2026,Police,General Fund,Other Services and Supplies,-33400,Expenses,Fund Total,13890
2026,City Clerk,General Fund,Other Services and Supplies,100,Expenses,Fund Total,13891
2026,Public Works,Parking Fund,Other Services and Supplies,75000,Expenses,Enterprise Funds,13892
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,2000,Expenses,Fund Total,13893
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,-1000,Expenses,Fund Total,13894
2026,Public Works,Parking Fund,Other Services and Supplies,19670,Expenses,Enterprise Funds,13895
2026,Public Works,General Fund,Other Services and Supplies,-950,Expenses,Fund Total,13896
2026,Public Works,General Fund,Other Services and Supplies,1750,Expenses,Fund Total,13897
2026,Public Works,General Fund,Other Services and Supplies,42500,Expenses,Fund Total,13898
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,26000,Expenses,Fund Total,13899
2026,Public Works,Fleet Management Fund,Other Services and Supplies,43,Expenses,Internal Service Funds,13900
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,2696,Expenses,Fund Total,13901
2026,Public Works,Parking Fund,Other Services and Supplies,6000,Expenses,Enterprise Funds,13902
2026,Public Works,General Fund,Other Services and Supplies,37500,Expenses,Fund Total,13903
2026,Public Works,General Fund,Other Services and Supplies,212053,Expenses,Fund Total,13904
2026,Public Works,Fleet Management Fund,Other Services and Supplies,-815,Expenses,Internal Service Funds,13905
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,1000,Expenses,Fund Total,13906
2026,Public Works,General Fund,Other Services and Supplies,531408,Expenses,Fund Total,13907
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,3500,Expenses,Fund Total,13908
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,3414,Expenses,Fund Total,13909
2026,Public Works,Parking Fund,Other Services and Supplies,-10000,Expenses,Enterprise Funds,13910
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,-7500,Expenses,Enterprise Funds,13911
2026,Community Development,General Fund,Other Services and Supplies,72000,Expenses,Fund Total,13912
2026,Public Works,Parking Fund,Other Services and Supplies,-21500,Expenses,Enterprise Funds,13913
2026,Community Development,Measure U Fund,Other Services and Supplies,3186,Expenses,Fund Total,13914
2026,Community Development,Measure U Fund,Other Services and Supplies,-1584,Expenses,Fund Total,13915
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,-2500,Expenses,Enterprise Funds,13916
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,-1000,Expenses,Enterprise Funds,13917
2026,Finance,General Fund,Other Services and Supplies,2966,Expenses,Fund Total,13918
2026,Citywide and Community Support,General Fund,Other Services and Supplies,-643989,Expenses,Fund Total,13919
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,3500,Expenses,Enterprise Funds,13920
2026,City Manager,General Fund,Other Services and Supplies,-5500,Expenses,Fund Total,13921
2026,City Manager,General Fund,Other Services and Supplies,-2000,Expenses,Fund Total,13922
2026,Utilities,Cty/Cnty Office-Water Planning,Other Services and Supplies,255,Expenses,Other Governmental Funds,13923
2026,City Manager,General Fund,Other Services and Supplies,-20000,Expenses,Fund Total,13924
2026,Finance,General Fund,Other Services and Supplies,20000,Expenses,Fund Total,13925
2026,Information Technology,General Fund,Other Services and Supplies,200000,Expenses,Fund Total,13926
2026,City Treasurer,General Fund,Other Services and Supplies,-2000,Expenses,Fund Total,13927
2026,Public Works,Parking Fund,Other Services and Supplies,-5000,Expenses,Enterprise Funds,13928
2026,Public Works,General Fund,Other Services and Supplies,1500,Expenses,Fund Total,13929
2026,Public Works,General Fund,Other Services and Supplies,-600,Expenses,Fund Total,13930
2026,Public Works,General Fund,Other Services and Supplies,-4357,Expenses,Fund Total,13931
2026,Public Works,Fleet Management Fund,Other Services and Supplies,52383,Expenses,Internal Service Funds,13932
2026,Public Works,General Fund,Other Services and Supplies,-500,Expenses,Fund Total,13933
2026,Public Works,General Fund,Other Services and Supplies,4700,Expenses,Fund Total,13934
2026,Public Works,General Fund,Other Services and Supplies,13000,Expenses,Fund Total,13935
2026,Public Works,General Fund,Other Services and Supplies,-3000,Expenses,Fund Total,13936
2026,Public Works,General Fund,Other Services and Supplies,15000,Expenses,Fund Total,13937
2026,City Manager,General Fund,Other Services and Supplies,-5000,Expenses,Fund Total,13938
2026,Finance,General Fund,Other Services and Supplies,5000,Expenses,Fund Total,13939
2026,Utilities,Cty/Cnty Office-Water Planning,Other Services and Supplies,20000,Expenses,Other Governmental Funds,13940
2026,Debt Service,"2006 CIRBs (Refunding), Series E",City Debt Service,5770000,Expenses,Other Governmental Funds,13941
2026,Debt Service,"2006 CIRBs, Series B (CRCIP)",City Debt Service,1985000,Expenses,Other Governmental Funds,13942
2026,Debt Service,Marina Fund,City Debt Service,547385,Expenses,Other Governmental Funds,13943
2026,Debt Service,Water Fund,City Debt Service,533222,Expenses,Enterprise Funds,13944
2026,Debt Service,Community Center Fund,City Debt Service,100000,Expenses,Enterprise Funds,13945
2026,Debt Service,Storm Drainage Fund,City Debt Service,104213,Expenses,Enterprise Funds,13946
2026,Debt Service,Golf Fund,City Debt Service,578679,Expenses,Other Governmental Funds,13947
2026,Debt Service,2016 Lease Financing-H Street,City Debt Service,545000,Expenses,Other Governmental Funds,13948
2026,Debt Service,Drinking Water SRF Loan,City Debt Service,6258044,Expenses,Enterprise Funds,13949
2026,Debt Service,"2018 TOT Revenue Bonds, Tax Exempt",City Debt Service,9765250,Expenses,Enterprise Funds,13950
2026,Debt Service,"2018 TOT Revenue Bonds, Tax Exempt",City Debt Service,3028000,Expenses,Enterprise Funds,13951
2026,Debt Service,Water Revenue Bonds Ser. 2017,City Debt Service,2261288,Expenses,Enterprise Funds,13952
2026,Debt Service,Water Rev Ref Bonds Ser 2020,City Debt Service,4096004,Expenses,Enterprise Funds,13953
2026,Debt Service,Water Rev Ref Bonds Ser 2023,City Debt Service,992000,Expenses,Enterprise Funds,13954
2026,Debt Service,2015 Golden 1 Center Revenue Bonds,City Debt Service,13641258,Expenses,Other Governmental Funds,13955
2026,Debt Service,Parking Fund,City Debt Service,271631,Expenses,Enterprise Funds,13956
2026,Debt Service,Recycling and Solid Waste,City Debt Service,285425,Expenses,Enterprise Funds,13957
2026,Debt Service,2015 Refunding Revenue Bond,City Debt Service,2541256,Expenses,Other Governmental Funds,13958
2026,Debt Service,2019 STID Revenue Bonds,City Debt Service,1681750,Expenses,Enterprise Funds,13959
2026,Debt Service,Wastewater Revenue Bonds 2019,City Debt Service,1091375,Expenses,Enterprise Funds,13960
2026,Debt Service,Wastewater Rev Ref Bonds Ser 2020,City Debt Service,566954,Expenses,Enterprise Funds,13961
2026,Debt Service,Water Fund,City Debt Service,3584331,Expenses,Enterprise Funds,13962
2026,Debt Service,Golf Fund,City Debt Service,60875,Expenses,Other Governmental Funds,13963
2026,Debt Service,"2006 CIRBs (Refunding), Series E",City Debt Service,3016649,Expenses,Other Governmental Funds,13964
2026,Debt Service,"2006 CIRBs, Series B (CRCIP)",City Debt Service,1943351,Expenses,Other Governmental Funds,13965
2026,Debt Service,Marina Fund,City Debt Service,709850,Expenses,Other Governmental Funds,13966
2026,Debt Service,Water Fund,City Debt Service,105307,Expenses,Enterprise Funds,13967
2026,Debt Service,Community Center Fund,City Debt Service,150000,Expenses,Enterprise Funds,13968
2026,Debt Service,Storm Drainage Fund,City Debt Service,55427,Expenses,Enterprise Funds,13969
2026,Debt Service,Golf Fund,City Debt Service,110441,Expenses,Other Governmental Funds,13970
2026,Debt Service,2016 Lease Financing-H Street,City Debt Service,124250,Expenses,Other Governmental Funds,13971
2026,Debt Service,Drinking Water SRF Loan,City Debt Service,1981470,Expenses,Enterprise Funds,13972
2026,Office of the City Auditor,General Fund,Employee Services,17980,Expenses,Fund Total,13973
2026,Office of the City Auditor,General Fund,Employee Services,-17980,Expenses,Fund Total,13974
2026,City Manager,General Fund,Employee Services,-23870,Expenses,Fund Total,13975
2026,City Manager,General Fund,Employee Services,23870,Expenses,Fund Total,13976
2026,Finance,General Fund,Employee Services,23870,Expenses,Fund Total,13977
2026,Public Works,Parking Fund,Employee Services,-250000,Expenses,Enterprise Funds,13978
2026,Convention and Cultural Services,Measure U Fund,Employee Services,-48699,Expenses,Fund Total,13979
2026,Public Works,Parking Fund,Employee Services,-300000,Expenses,Enterprise Funds,13980
2026,Public Works,Parking Fund,Employee Services,-300000,Expenses,Enterprise Funds,13981
2026,Public Works,Parking Fund,Employee Services,-150000,Expenses,Enterprise Funds,13982
2026,"Youth, Parks, and Community Enrichment",4th R Program,Employee Services,-6035009,Expenses,Other Governmental Funds,13983
2026,"Youth, Parks, and Community Enrichment",START Fund,Employee Services,-463755,Expenses,Other Governmental Funds,13984
2026,Citywide and Community Support,General Fund,Employee Services,-5663104,Expenses,Fund Total,13985
2026,Citywide and Community Support,Measure U Fund,Employee Services,-803255,Expenses,Fund Total,13986
2026,Fire,General Fund,Employee Services,444202,Expenses,Fund Total,13987
2026,City Manager,General Fund,Employee Services,126397,Expenses,Fund Total,13988
2026,City Treasurer,General Fund,Employee Services,52045,Expenses,Fund Total,13989
2026,Public Works,General Fund,Employee Services,-12729,Expenses,Fund Total,13990
2026,Mayor/Council,General Fund,Employee Services,-7204,Expenses,Fund Total,13991
2026,Mayor/Council,General Fund,Employee Services,-7204,Expenses,Fund Total,13992
2026,Mayor/Council,General Fund,Employee Services,-7204,Expenses,Fund Total,13993
2026,Mayor/Council,General Fund,Employee Services,-7204,Expenses,Fund Total,13994
2026,Mayor/Council,General Fund,Employee Services,-7204,Expenses,Fund Total,13995
2026,Mayor/Council,General Fund,Employee Services,-7204,Expenses,Fund Total,13996
2026,Mayor/Council,General Fund,Employee Services,-7204,Expenses,Fund Total,13997
2026,Mayor/Council,General Fund,Employee Services,-7204,Expenses,Fund Total,13998
2026,Mayor/Council,General Fund,Employee Services,-39622,Expenses,Fund Total,13999
2026,Information Technology,General Fund,Employee Services,-3558,Expenses,Fund Total,14000
2026,Citywide and Community Support,General Fund,Employee Services,379344,Expenses,Fund Total,14001
2026,Mayor/Council,General Fund,Employee Services,4800,Expenses,Fund Total,14002
2026,Mayor/Council,General Fund,Employee Services,3000,Expenses,Fund Total,14003
2026,Mayor/Council,General Fund,Employee Services,1200,Expenses,Fund Total,14004
2026,Mayor/Council,General Fund,Employee Services,1500,Expenses,Fund Total,14005
2026,Mayor/Council,General Fund,Employee Services,-9600,Expenses,Fund Total,14006
2026,Citywide and Community Support,General Fund,Employee Services,302,Expenses,Fund Total,14007
2026,Utilities,Storm Drainage Fund,Miscellaneous Revenue,3200000,Revenues,Enterprise Funds,14008
2026,Utilities,Wastewater Fund,Other Services and Supplies,-1302,Expenses,Enterprise Funds,14009
2026,Utilities,Recycling and Solid Waste,Other Services and Supplies,-4515,Expenses,Enterprise Funds,14010
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,-1302,Expenses,Enterprise Funds,14011
2026,Utilities,Storm Drainage Property Fee,Other Services and Supplies,-347,Expenses,Enterprise Funds,14012
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,-15873,Expenses,Enterprise Funds,14013
2026,Utilities,Water Fund,Other Services and Supplies,1967,Expenses,Enterprise Funds,14014
2026,Utilities,Water Fund,Other Services and Supplies,7467,Expenses,Enterprise Funds,14015
2026,Utilities,Wastewater Fund,Other Services and Supplies,969,Expenses,Enterprise Funds,14016
2026,Utilities,Storm Drainage Property Fee,Other Services and Supplies,17165,Expenses,Enterprise Funds,14017
2026,Utilities,Wastewater Fund,Other Services and Supplies,-1026,Expenses,Enterprise Funds,14018
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,-941,Expenses,Enterprise Funds,14019
2026,Citywide and Community Support,General Fund,Contingency,2000000,Expenses,Fund Total,14020
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,8250,Expenses,Enterprise Funds,14021
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,2750,Expenses,Enterprise Funds,14022
2026,Utilities,Water Fund,Other Services and Supplies,2750,Expenses,Enterprise Funds,14023
2026,Public Works,General Fund,Other Services and Supplies,-500,Expenses,Fund Total,14024
2026,Utilities,Cty/Cnty Office-Water Planning,Other Services and Supplies,30000,Expenses,Other Governmental Funds,14025
2026,Utilities,Habitat Management Element,Other Services and Supplies,115000,Expenses,Other Governmental Funds,14026
2026,Public Works,General Fund,Other Services and Supplies,-3000,Expenses,Fund Total,14027
2026,Utilities,Water Fund,Other Services and Supplies,-8683,Expenses,Enterprise Funds,14028
2026,Finance,General Fund,Other Services and Supplies,28644,Expenses,Fund Total,14029
2026,Human Resources,General Fund,Other Services and Supplies,35000,Expenses,Fund Total,14030
2026,Human Resources,Worker's Compensation Fund,Other Services and Supplies,18796,Expenses,Risk Management,14031
2026,Human Resources,General Fund,Other Services and Supplies,35000,Expenses,Fund Total,14032
2026,Utilities,Water Fund,Other Services and Supplies,-139783,Expenses,Enterprise Funds,14033
2026,City Manager,General Fund,Other Services and Supplies,12649,Expenses,Fund Total,14034
2026,City Manager,General Fund,Other Services and Supplies,-537,Expenses,Fund Total,14035
2026,Utilities,Cty/Cnty Office-Water Planning,Other Services and Supplies,25735,Expenses,Other Governmental Funds,14036
2026,City Manager,General Fund,Other Services and Supplies,-18300,Expenses,Fund Total,14037
2026,Utilities,Habitat Management Element,Other Services and Supplies,-30000,Expenses,Other Governmental Funds,14038
2026,City Manager,General Fund,Other Services and Supplies,-194378,Expenses,Fund Total,14039
2026,Finance,General Fund,Other Services and Supplies,194378,Expenses,Fund Total,14040
2026,Finance,General Fund,Other Services and Supplies,2405,Expenses,Fund Total,14041
2026,Community Response,Measure U Fund,Other Services and Supplies,-25000,Expenses,Fund Total,14042
2026,Public Works,Parking Fund,Other Services and Supplies,-22000,Expenses,Enterprise Funds,14043
2026,Public Works,Parking Fund,Other Services and Supplies,-2370,Expenses,Enterprise Funds,14044
2026,Public Works,General Fund,Other Services and Supplies,185905,Expenses,Fund Total,14045
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,50000,Expenses,Fund Total,14046
2026,Public Works,General Fund,Other Services and Supplies,-27343,Expenses,Fund Total,14047
2026,Public Works,Fleet Management Fund,Other Services and Supplies,39784,Expenses,Internal Service Funds,14048
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,-129320,Expenses,Fund Total,14049
2026,Public Works,General Fund,Other Services and Supplies,-20000,Expenses,Fund Total,14050
2026,Public Works,General Fund,Other Services and Supplies,307589,Expenses,Fund Total,14051
2026,Public Works,General Fund,Other Services and Supplies,2617,Expenses,Fund Total,14052
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,-3600,Expenses,Fund Total,14053
2026,Public Works,Parking Fund,Other Services and Supplies,-995,Expenses,Enterprise Funds,14054
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,288,Expenses,Fund Total,14055
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,-9281,Expenses,Fund Total,14056
2026,Public Works,General Fund,Other Services and Supplies,-24700,Expenses,Fund Total,14057
2026,Public Works,Parking Fund,Other Services and Supplies,-4000,Expenses,Enterprise Funds,14058
2026,Public Works,Parking Fund,Other Services and Supplies,-7000,Expenses,Enterprise Funds,14059
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,98904,Expenses,Enterprise Funds,14060
2026,Community Development,General Fund,Other Services and Supplies,-3604,Expenses,Fund Total,14061
2026,Public Works,Parking Fund,Other Services and Supplies,-1500,Expenses,Enterprise Funds,14062
2026,Public Works,Parking Fund,Other Services and Supplies,-17200,Expenses,Enterprise Funds,14063
2026,Public Works,General Fund,Other Services and Supplies,1000,Expenses,Fund Total,14064
2026,Community Development,Measure U Fund,Other Services and Supplies,6565,Expenses,Fund Total,14065
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,25000,Expenses,Enterprise Funds,14066
2026,Public Works,General Fund,Other Services and Supplies,-51000,Expenses,Fund Total,14067
2026,Citywide and Community Support,General Fund,Other Services and Supplies,899,Expenses,Fund Total,14068
2026,Citywide and Community Support,General Fund,Other Services and Supplies,-240000,Expenses,Fund Total,14069
2026,Citywide and Community Support,General Fund,Other Services and Supplies,75000,Expenses,Fund Total,14070
2026,Citywide and Community Support,Downtown Plaza PBID,Other Services and Supplies,7623,Expenses,Other Governmental Funds,14071
2026,Citywide and Community Support,Old Sacramento PBID,Other Services and Supplies,14553,Expenses,Other Governmental Funds,14072
2026,Citywide and Community Support,Franklin Blvd PBID,Other Services and Supplies,9529,Expenses,Other Governmental Funds,14073
2026,Citywide and Community Support,Del Paso PBID,Other Services and Supplies,4701,Expenses,Other Governmental Funds,14074
2026,Citywide and Community Support,Stockton Blvd BIA,Other Services and Supplies,7470,Expenses,Other Governmental Funds,14075
2026,Citywide and Community Support,Oak Park PBID,Other Services and Supplies,10722,Expenses,Other Governmental Funds,14076
2026,Citywide and Community Support,Franklin Boulevard PBID,Other Services and Supplies,11408,Expenses,Other Governmental Funds,14077
2026,Citywide and Community Support,Del Paso Prop and Business Imprv,Other Services and Supplies,16533,Expenses,Other Governmental Funds,14078
2026,Citywide and Community Support,Downtown Management District,Other Services and Supplies,1722628,Expenses,Other Governmental Funds,14079
2026,Citywide and Community Support,The River District PBID,Other Services and Supplies,37579,Expenses,Other Governmental Funds,14080
2026,Citywide and Community Support,N Natomas Transp Mgmt Assoc,Other Services and Supplies,130000,Expenses,Other Governmental Funds,14081
2026,Citywide and Community Support,Stockton Blvd PBID,Other Services and Supplies,13432,Expenses,Other Governmental Funds,14082
2026,Citywide and Community Support,Power Inn Area Prop and Business,Other Services and Supplies,24615,Expenses,Other Governmental Funds,14083
2026,Citywide and Community Support,Greater Broadway PBID,Other Services and Supplies,22555,Expenses,Other Governmental Funds,14084
2026,Citywide and Community Support,Midtown Sacramento PBID,Other Services and Supplies,61447,Expenses,Other Governmental Funds,14085
2026,Citywide and Community Support,Mack Road PBID,Other Services and Supplies,22561,Expenses,Other Governmental Funds,14086
2026,Citywide and Community Support,16th St PBID,Other Services and Supplies,7774,Expenses,Other Governmental Funds,14087
2026,Public Works,General Fund,Other Services and Supplies,8000,Expenses,Fund Total,14088
2026,Public Works,Parking Fund,Other Services and Supplies,5000,Expenses,Enterprise Funds,14089
2026,Utilities,Cty/Cnty Office-Water Planning,Other Services and Supplies,-352,Expenses,Other Governmental Funds,14090
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,286255,Expenses,Enterprise Funds,14091
2026,Public Works,Parking Fund,Other Services and Supplies,-15000,Expenses,Enterprise Funds,14092
2026,Public Works,General Fund,Other Services and Supplies,-200,Expenses,Fund Total,14093
2026,Public Works,Marina Fund,Other Services and Supplies,9500,Expenses,Other Governmental Funds,14094
2026,Public Works,Parking Fund,Other Services and Supplies,-3200,Expenses,Enterprise Funds,14095
2026,Public Works,General Fund,Other Services and Supplies,-5396,Expenses,Fund Total,14096
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,-13815,Expenses,Fund Total,14097
2026,Public Works,Parking Fund,Other Services and Supplies,15673,Expenses,Enterprise Funds,14098
2026,Public Works,Parking Fund,Other Services and Supplies,50000,Expenses,Enterprise Funds,14099
2026,Public Works,Parking Fund,Other Services and Supplies,50000,Expenses,Enterprise Funds,14100
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,60000,Expenses,Enterprise Funds,14101
2026,Citywide and Community Support,General Fund,Other Services and Supplies,157500,Expenses,Fund Total,14102
2026,City Manager,General Fund,Other Services and Supplies,-7206,Expenses,Fund Total,14103
2026,Finance,Handle BID No 2011-04,Other Services and Supplies,25279,Expenses,Other Governmental Funds,14104
2026,City Manager,General Fund,Other Services and Supplies,10000,Expenses,Fund Total,14105
2026,City Manager,General Fund,Other Services and Supplies,-5000,Expenses,Fund Total,14106
2026,Utilities,Water Fund,Other Services and Supplies,2750,Expenses,Enterprise Funds,14107
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,16000,Expenses,Enterprise Funds,14108
2026,Finance,General Fund,Other Services and Supplies,-2500,Expenses,Fund Total,14109
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,7500,Expenses,Enterprise Funds,14110
2026,Utilities,Water Fund,Other Services and Supplies,1200000,Expenses,Enterprise Funds,14111
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,2500,Expenses,Enterprise Funds,14112
2026,Mayor/Council,General Fund,Other Services and Supplies,44748,Expenses,Fund Total,14113
2026,Mayor/Council,General Fund,Other Services and Supplies,69125,Expenses,Fund Total,14114
2026,Mayor/Council,General Fund,Other Services and Supplies,3055,Expenses,Fund Total,14115
2026,Mayor/Council,General Fund,Other Services and Supplies,-14470,Expenses,Fund Total,14116
2026,Mayor/Council,General Fund,Other Services and Supplies,33121,Expenses,Fund Total,14117
2026,Mayor/Council,General Fund,Other Services and Supplies,53905,Expenses,Fund Total,14118
2026,Mayor/Council,General Fund,Other Services and Supplies,-61370,Expenses,Fund Total,14119
2026,Fire,General Fund,Other Services and Supplies,33825,Expenses,Fund Total,14120
2026,Utilities,Water Fund,Other Services and Supplies,2500,Expenses,Enterprise Funds,14121
2026,Mayor/Council,General Fund,Other Services and Supplies,45851,Expenses,Fund Total,14122
2026,Mayor/Council,General Fund,Other Services and Supplies,-103306,Expenses,Fund Total,14123
2026,Fire,General Fund,Other Services and Supplies,73950,Expenses,Fund Total,14124
2026,Fire,General Fund,Other Services and Supplies,12000,Expenses,Fund Total,14125
2026,Fire,General Fund,Other Services and Supplies,36975,Expenses,Fund Total,14126
2026,Fire,Measure U Fund,Other Services and Supplies,2500,Expenses,Fund Total,14127
2026,Utilities,Water Fund,Other Services and Supplies,2500,Expenses,Enterprise Funds,14128
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,5000,Expenses,Enterprise Funds,14129
2026,Finance,General Fund,Other Services and Supplies,2500,Expenses,Fund Total,14130
2026,Public Works,Parking Fund,Other Services and Supplies,960,Expenses,Enterprise Funds,14131
2026,Public Works,General Fund,Other Services and Supplies,155000,Expenses,Fund Total,14132
2026,Public Works,General Fund,Other Services and Supplies,793929,Expenses,Fund Total,14133
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,2500,Expenses,Enterprise Funds,14134
2026,Public Works,General Fund,Other Services and Supplies,2500,Expenses,Fund Total,14135
2026,Public Works,General Fund,Other Services and Supplies,500000,Expenses,Fund Total,14136
2026,Public Works,General Fund,Other Services and Supplies,17500,Expenses,Fund Total,14137
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,13760,Expenses,Enterprise Funds,14138
2026,Information Technology,General Fund,Other Services and Supplies,14028,Expenses,Fund Total,14139
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,3920,Expenses,Enterprise Funds,14140
2026,Fire,General Fund,Other Services and Supplies,12000,Expenses,Fund Total,14141
2026,Utilities,Water Fund,Other Services and Supplies,5920,Expenses,Enterprise Funds,14142
2026,Mayor/Council,General Fund,Other Services and Supplies,16094,Expenses,Fund Total,14143
2026,Fire,General Fund,Other Services and Supplies,10400,Expenses,Fund Total,14144
2026,Fire,General Fund,Other Services and Supplies,5200,Expenses,Fund Total,14145
2026,Fire,Measure U Fund,Other Services and Supplies,3000,Expenses,Fund Total,14146
2026,Utilities,Water Fund,Other Services and Supplies,5920,Expenses,Enterprise Funds,14147
2026,City Manager,General Fund,Other Services and Supplies,-20000,Expenses,Fund Total,14148
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,19680,Expenses,Enterprise Funds,14149
2026,City Clerk,General Fund,Other Services and Supplies,-6750,Expenses,Fund Total,14150
2026,Information Technology,General Fund,Other Services and Supplies,-10000,Expenses,Fund Total,14151
2026,Information Technology,General Fund,Other Services and Supplies,7599,Expenses,Fund Total,14152
2026,Finance,General Fund,Other Services and Supplies,42587,Expenses,Fund Total,14153
2026,"Youth, Parks, and Community Enrichment",General Fund,Other Services and Supplies,-40000,Expenses,Fund Total,14154
2026,Public Works,General Fund,Other Services and Supplies,6000,Expenses,Fund Total,14155
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,3000,Expenses,Enterprise Funds,14156
2026,Public Works,General Fund,Other Services and Supplies,3000,Expenses,Fund Total,14157
2026,Public Works,General Fund,Other Services and Supplies,21000,Expenses,Fund Total,14158
2026,Human Resources,General Fund,Multi-Year Operating Projects,2250,Expenses,Fund Total,14159
2026,Police,General Fund,Multi-Year Operating Projects,928136,Expenses,Fund Total,14160
2026,Police,General Fund,Multi-Year Operating Projects,383289,Expenses,Fund Total,14161
