Fiscal_Year,Department,Fund,CATEGORY,Amount,ExpenseRevenue,Fund_Category,ObjectId
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,1728,Expenses,Enterprise Funds,15753
2026,Utilities,Water Fund,Other Services and Supplies,288,Expenses,Enterprise Funds,15754
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,3940,Expenses,Enterprise Funds,15755
2026,Public Works,General Fund,Other Services and Supplies,5350,Expenses,Fund Total,15756
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,4320,Expenses,Enterprise Funds,15757
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,27362,Expenses,Fund Total,15758
2026,Utilities,Water Fund,Other Services and Supplies,1152,Expenses,Enterprise Funds,15759
2026,Utilities,Wastewater Fund,Other Services and Supplies,4484,Expenses,Enterprise Funds,15760
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,270,Expenses,Fund Total,15761
2026,Public Works,General Fund,Other Services and Supplies,2000,Expenses,Fund Total,15762
2026,Public Works,General Fund,Other Services and Supplies,111632,Expenses,Fund Total,15763
2026,Public Works,General Fund,Other Services and Supplies,4500,Expenses,Fund Total,15764
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,54054,Expenses,Fund Total,15765
2026,Utilities,Water Fund,Other Services and Supplies,6603,Expenses,Enterprise Funds,15766
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,658,Expenses,Enterprise Funds,15767
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,11783,Expenses,Enterprise Funds,15768
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,44061,Expenses,Enterprise Funds,15769
2026,Public Works,General Fund,Other Services and Supplies,2000,Expenses,Fund Total,15770
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,57,Expenses,Enterprise Funds,15771
2026,Public Works,General Fund,Other Services and Supplies,8000,Expenses,Fund Total,15772
2026,Public Works,General Fund,Other Services and Supplies,5004,Expenses,Fund Total,15773
2026,Community Development,Measure U Fund,Other Services and Supplies,157,Expenses,Fund Total,15774
2026,Public Works,General Fund,Other Services and Supplies,5000,Expenses,Fund Total,15775
2026,Community Development,Measure U Fund,Other Services and Supplies,750,Expenses,Fund Total,15776
2026,Utilities,Water Fund,Other Services and Supplies,6072,Expenses,Enterprise Funds,15777
2026,Public Works,General Fund,Other Services and Supplies,324,Expenses,Fund Total,15778
2026,Utilities,Water Fund,Other Services and Supplies,5500,Expenses,Enterprise Funds,15779
2026,Public Works,General Fund,Other Services and Supplies,401,Expenses,Fund Total,15780
2026,Public Works,General Fund,Other Services and Supplies,7500,Expenses,Fund Total,15781
2026,Community Development,Measure U Fund,Other Services and Supplies,10318,Expenses,Fund Total,15782
2026,Public Works,General Fund,Other Services and Supplies,6500,Expenses,Fund Total,15783
2026,Public Works,General Fund,Other Services and Supplies,225,Expenses,Fund Total,15784
2026,Public Works,General Fund,Other Services and Supplies,6000,Expenses,Fund Total,15785
2026,Public Works,General Fund,Other Services and Supplies,85,Expenses,Fund Total,15786
2026,Utilities,Water Fund,Other Services and Supplies,3971,Expenses,Enterprise Funds,15787
2026,Community Development,Measure U Fund,Other Services and Supplies,549,Expenses,Fund Total,15788
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,4000,Expenses,Enterprise Funds,15789
2026,Community Response,Measure U Fund,Other Services and Supplies,49384,Expenses,Fund Total,15790
2026,Utilities,Water Fund,Other Services and Supplies,2000,Expenses,Enterprise Funds,15791
2026,Public Works,Parking Fund,Other Services and Supplies,15000,Expenses,Enterprise Funds,15792
2026,Utilities,Wastewater Fund,Other Services and Supplies,130000,Expenses,Enterprise Funds,15793
2026,Public Works,General Fund,Other Services and Supplies,2730,Expenses,Fund Total,15794
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,45000,Expenses,Enterprise Funds,15795
2026,Public Works,Fleet Management Fund,Other Services and Supplies,14669,Expenses,Internal Service Funds,15796
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,36145,Expenses,Fund Total,15797
2026,Public Works,Parking Fund,Other Services and Supplies,-6000,Expenses,Enterprise Funds,15798
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,500,Expenses,Fund Total,15799
2026,Human Resources,Risk Mgmt Fund,Other Services and Supplies,10491,Expenses,Risk Management,15800
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,400000,Expenses,Fund Total,15801
2026,Human Resources,Risk Mgmt Fund,Other Services and Supplies,2022202,Expenses,Risk Management,15802
2026,Public Works,General Fund,Other Services and Supplies,2500,Expenses,Fund Total,15803
2026,Human Resources,Risk Mgmt Fund,Other Services and Supplies,2022202,Expenses,Risk Management,15804
2026,Utilities,Water Fund,Other Services and Supplies,1500,Expenses,Enterprise Funds,15805
2026,Human Resources,Worker's Compensation Fund,Other Services and Supplies,8738,Expenses,Risk Management,15806
2026,Utilities,Wastewater Fund,Other Services and Supplies,4000,Expenses,Enterprise Funds,15807
2026,Human Resources,Cty/Cnty Office-Water Planning,Other Services and Supplies,38820,Expenses,Other Governmental Funds,15808
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,100000,Expenses,Enterprise Funds,15809
2026,Utilities,Water Fund,Other Services and Supplies,-17620,Expenses,Enterprise Funds,15810
2026,Utilities,Water Fund,Other Services and Supplies,2500,Expenses,Enterprise Funds,15811
2026,Utilities,Wastewater Fund,Other Services and Supplies,-127834,Expenses,Enterprise Funds,15812
2026,Utilities,Water Fund,Other Services and Supplies,75000,Expenses,Enterprise Funds,15813
2026,Public Works,General Fund,Other Services and Supplies,1000,Expenses,Fund Total,15814
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,159774,Expenses,Enterprise Funds,15815
2026,Community Development,Measure U Fund,Other Services and Supplies,600,Expenses,Fund Total,15816
2026,Public Works,Marina Fund,Other Services and Supplies,828,Expenses,Other Governmental Funds,15817
2026,Community Development,Measure U Fund,Other Services and Supplies,5847,Expenses,Fund Total,15818
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,626757,Expenses,Enterprise Funds,15819
2026,City Attorney,General Fund,Other Services and Supplies,216,Expenses,Fund Total,15820
2026,Public Works,Fleet Management Fund,Other Services and Supplies,7057,Expenses,Internal Service Funds,15821
2026,Finance,General Fund,Other Services and Supplies,250,Expenses,Fund Total,15822
2026,"Youth, Parks, and Community Enrichment",4th R Program,Other Services and Supplies,13786,Expenses,Other Governmental Funds,15823
2026,Finance,General Fund,Other Services and Supplies,5000,Expenses,Fund Total,15824
2026,"Youth, Parks, and Community Enrichment",START Fund,Other Services and Supplies,3412,Expenses,Other Governmental Funds,15825
2026,Police,General Fund,Other Services and Supplies,3858,Expenses,Fund Total,15826
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,320169,Expenses,Enterprise Funds,15827
2026,Police,General Fund,Other Services and Supplies,6400,Expenses,Fund Total,15828
2026,Public Works,Parking Fund,Other Services and Supplies,48906,Expenses,Enterprise Funds,15829
2026,Police,General Fund,Other Services and Supplies,3500,Expenses,Fund Total,15830
2026,Citywide and Community Support,General Fund,Other Services and Supplies,4593119,Expenses,Fund Total,15831
2026,Police,General Fund,Other Services and Supplies,20000,Expenses,Fund Total,15832
2026,Citywide and Community Support,Measure U Fund,Other Services and Supplies,639603,Expenses,Fund Total,15833
2026,Police,General Fund,Other Services and Supplies,1800,Expenses,Fund Total,15834
2026,Human Resources,Worker's Compensation Fund,Other Services and Supplies,897000,Expenses,Risk Management,15835
2026,Police,General Fund,Other Services and Supplies,655,Expenses,Fund Total,15836
2026,City Manager,General Fund,Other Services and Supplies,-4250,Expenses,Fund Total,15837
2026,Police,General Fund,Other Services and Supplies,690,Expenses,Fund Total,15838
2026,Public Works,Parking Fund,Other Services and Supplies,-1000,Expenses,Enterprise Funds,15839
2026,Police,General Fund,Other Services and Supplies,1035,Expenses,Fund Total,15840
2026,Public Works,General Fund,Other Services and Supplies,-4000,Expenses,Fund Total,15841
2026,Police,General Fund,Other Services and Supplies,8147,Expenses,Fund Total,15842
2026,Public Works,General Fund,Other Services and Supplies,-2300,Expenses,Fund Total,15843
2026,Police,General Fund,Other Services and Supplies,18449,Expenses,Fund Total,15844
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,-5000,Expenses,Fund Total,15845
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,5000,Expenses,Enterprise Funds,15846
2026,Public Works,General Fund,Other Services and Supplies,1300,Expenses,Fund Total,15847
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,-4000,Expenses,Fund Total,15848
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,4000,Expenses,Enterprise Funds,15849
2026,Police,General Fund,Other Services and Supplies,500,Expenses,Fund Total,15850
2026,Public Works,General Fund,Other Services and Supplies,-15000,Expenses,Fund Total,15851
2026,Police,General Fund,Other Services and Supplies,1500,Expenses,Fund Total,15852
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,-517,Expenses,Fund Total,15853
2026,Police,General Fund,Other Services and Supplies,600,Expenses,Fund Total,15854
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,517,Expenses,Enterprise Funds,15855
2026,Police,General Fund,Other Services and Supplies,5405,Expenses,Fund Total,15856
2026,Utilities,Water Fund,Other Services and Supplies,314,Expenses,Enterprise Funds,15857
2026,Police,General Fund,Other Services and Supplies,1100,Expenses,Fund Total,15858
2026,Utilities,Wastewater Fund,Other Services and Supplies,514,Expenses,Enterprise Funds,15859
2026,Police,General Fund,Other Services and Supplies,32090,Expenses,Fund Total,15860
2026,Utilities,Water Fund,Other Services and Supplies,1012,Expenses,Enterprise Funds,15861
2026,Fire,General Fund,Other Services and Supplies,1000,Expenses,Fund Total,15862
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,-2988,Expenses,Enterprise Funds,15863
2026,Fire,General Fund,Other Services and Supplies,405,Expenses,Fund Total,15864
2026,Utilities,Water Fund,Other Services and Supplies,215,Expenses,Enterprise Funds,15865
2026,Fire,General Fund,Other Services and Supplies,300,Expenses,Fund Total,15866
2026,Utilities,Water Fund,Other Services and Supplies,1,Expenses,Enterprise Funds,15867
2026,Fire,General Fund,Other Services and Supplies,16650,Expenses,Fund Total,15868
2026,Utilities,Water Fund,Other Services and Supplies,-506,Expenses,Enterprise Funds,15869
2026,Fire,General Fund,Other Services and Supplies,36750,Expenses,Fund Total,15870
2026,Utilities,Water Fund,Other Services and Supplies,6030,Expenses,Enterprise Funds,15871
2026,Fire,General Fund,Other Services and Supplies,75000,Expenses,Fund Total,15872
2026,Utilities,Water Fund,Other Services and Supplies,4556,Expenses,Enterprise Funds,15873
2026,Utilities,Water Fund,Other Services and Supplies,30000,Expenses,Enterprise Funds,15874
2026,Utilities,Wastewater Fund,Other Services and Supplies,1843,Expenses,Enterprise Funds,15875
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,2000,Expenses,Enterprise Funds,15876
2026,Utilities,Water Fund,Other Services and Supplies,-332,Expenses,Enterprise Funds,15877
2026,Utilities,Water Fund,Other Services and Supplies,5100,Expenses,Enterprise Funds,15878
2026,Utilities,Water Fund,Other Services and Supplies,-1607,Expenses,Enterprise Funds,15879
2026,Utilities,Wastewater Fund,Other Services and Supplies,10000,Expenses,Enterprise Funds,15880
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,738,Expenses,Enterprise Funds,15881
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,2500,Expenses,Fund Total,15882
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,3069,Expenses,Enterprise Funds,15883
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,150,Expenses,Enterprise Funds,15884
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,231,Expenses,Enterprise Funds,15885
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,300,Expenses,Enterprise Funds,15886
2026,Utilities,Water Fund,Other Services and Supplies,-3524,Expenses,Enterprise Funds,15887
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,2000,Expenses,Enterprise Funds,15888
2026,Utilities,Water Fund,Other Services and Supplies,506,Expenses,Enterprise Funds,15889
2026,Utilities,Water Fund,Other Services and Supplies,2000,Expenses,Enterprise Funds,15890
2026,Utilities,Water Fund,Other Services and Supplies,9905,Expenses,Enterprise Funds,15891
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,1500,Expenses,Enterprise Funds,15892
2026,Utilities,Cty/Cnty Office-Water Planning,Other Services and Supplies,-1494,Expenses,Other Governmental Funds,15893
2026,Public Works,General Fund,Other Services and Supplies,1600,Expenses,Fund Total,15894
