Fiscal_Year,Department,Fund,CATEGORY,Amount,ExpenseRevenue,Fund_Category,ObjectId
2017,Utilities,Wastewater Fund,City Property,1247180,E,Enterprise Funds,2406
2017,Parks and Recreation,General Fund,"Charges, Fees, and Services",3274839,R,General Fund,2407
2017,Information Technology,4th R Program,Labor and Supply Offset,16000,E,Other Governmental Funds,2408
2017,Information Technology,Gas Tax 2106,Labor and Supply Offset,99214,E,Other Governmental Funds,2456
2017,Information Technology,Interdepartmental Service Fund,Labor and Supply Offset,1901387,E,Other Governmental Funds,2459
2017,Parks and Recreation,General Fund,Intergovernmental,447188,R,General Fund,2460
2017,Utilities,Wastewater Fund,Employee Services,9092004,E,Enterprise Funds,2461
2017,Information Technology,Marina Fund,Labor and Supply Offset,0,E,Other Governmental Funds,2463
2017,Parks and Recreation,General Fund,Licenses and Permits,583257,R,General Fund,2464
2017,Utilities,Wastewater Fund,Labor and Supply Offset,4222388,E,Enterprise Funds,2466
2017,Information Technology,START Fund,Labor and Supply Offset,40000,E,Other Governmental Funds,2467
2017,Parks and Recreation,4th R Program,"Charges, Fees, and Services",5196345,R,Other Governmental Funds,2468
2017,Utilities,Wastewater Fund,Operating Transfers,3628856,E,Enterprise Funds,2470
2017,Mayor/Council,Storm Drainage Fund,Employee Services,0,E,Enterprise Funds,2471
2017,Parks and Recreation,4th R Program,Intergovernmental,633695,R,Other Governmental Funds,2472
2017,Utilities,Wastewater Fund,Other Services and Supplies,6106077,E,Enterprise Funds,2474
2017,Mayor/Council,Storm Drainage Fund,Transfers,22153,E,Enterprise Funds,2475
2017,Parks and Recreation,4th R Program,Miscellaneous Revenue,4000,R,Other Governmental Funds,2476
2017,Utilities,Wastewater Fund,Transfers,109616,E,Enterprise Funds,2478
2017,Mayor/Council,Wastewater Fund,Employee Services,0,E,Enterprise Funds,2479
2017,Parks and Recreation,Golf Fund,"Charges, Fees, and Services",1365460,R,Other Governmental Funds,2480
2017,Utilities,Water Fund,City Property,1467211,E,Enterprise Funds,2482
2017,Mayor/Council,Wastewater Fund,Transfers,19132,E,Enterprise Funds,2483
2017,Parks and Recreation,Golf Fund,Miscellaneous Revenue,114351,R,Other Governmental Funds,2484
2017,Utilities,Water Fund,Employee Services,34568891,E,Enterprise Funds,2486
2017,Utilities,Water Fund,Labor and Supply Offset,-10727513,E,Enterprise Funds,2487
2017,Utilities,Water Fund,Operating Transfers,11934652,E,Enterprise Funds,2488
2017,Utilities,Water Fund,Other Services and Supplies,25705555,E,Enterprise Funds,2489
2017,Utilities,Water Fund,Transfers,566203,E,Enterprise Funds,2490
2017,Utilities,General Fund,Labor and Supply Offset,122410,E,General Fund,2491
2017,Utilities,Fleet Management Fund,Labor and Supply Offset,147729,E,Internal Service Funds,2492
2017,Utilities,Golf Fund,Labor and Supply Offset,8550,E,Other Governmental Funds,2493
2017,Utilities,Landscaping and Lighting,Labor and Supply Offset,40000,E,Other Governmental Funds,2494
2017,Utilities,N Natomas Lands CFD 3,Labor and Supply Offset,300000,E,Other Governmental Funds,2495
2017,Utilities,Neighborhood Water Quality Dist,Labor and Supply Offset,3000,E,Other Governmental Funds,2496
2017,Utilities,Northside Subdiv Maint Dist,Labor and Supply Offset,8000,E,Other Governmental Funds,2497
2017,Utilities,Township 9 CFD No. 2012-06,Labor and Supply Offset,0,E,Other Governmental Funds,2498
2017,Utilities,Willowcreek Assmnt Md,Labor and Supply Offset,20000,E,Other Governmental Funds,2499
2017,Utilities,Storm Drainage Fund,"Charges, Fees, and Services",35705193,R,Enterprise Funds,2500
2017,Utilities,Storm Drainage Fund,Licenses and Permits,25000,R,Enterprise Funds,2501
2017,Utilities,Wastewater Fund,"Charges, Fees, and Services",33229638,R,Enterprise Funds,2502
2017,Utilities,Wastewater Fund,Intergovernmental,1012584,R,Enterprise Funds,2503
2017,Utilities,Water Fund,"Charges, Fees, and Services",105458119,R,Enterprise Funds,2504
2017,Utilities,Water Fund,Intergovernmental,113645,R,Enterprise Funds,2505
2017,Utilities,Water Fund,Licenses and Permits,71018,R,Enterprise Funds,2506
2017,Public Works,Gas Tax 2106,Labor and Supply Offset,9507347,E,Other Governmental Funds,2529
2017,Finance,Village Garden N.-Mtce Dist #1,"Charges, Fees, and Services",28056,R,Other Governmental Funds,2531
2017,Mayor/Council,Water Fund,Employee Services,0,E,Enterprise Funds,2532
2017,Mayor/Council,Water Fund,Transfers,59411,E,Enterprise Funds,2534
2017,Parks and Recreation,Land Park,"Charges, Fees, and Services",91000,R,Other Governmental Funds,2573
2017,Finance,Willowcreek Assmnt Md,"Charges, Fees, and Services",36520,R,Other Governmental Funds,2574
2017,Public Works,Interdepartmental Service Fund,Labor and Supply Offset,2101794,E,Other Governmental Funds,2576
2017,Mayor/Council,General Fund,City Property,15010,E,General Fund,2577
2017,Mayor/Council,General Fund,Employee Services,4519652,E,General Fund,2578
2017,Mayor/Council,General Fund,Labor and Supply Offset,-1721870,E,General Fund,2579
2017,Mayor/Council,General Fund,Other Services and Supplies,1376877,E,General Fund,2580
2017,Mayor/Council,General Fund,Transfers,-100696,E,General Fund,2581
2017,Mayor/Council,Interdepartmental Service Fund,Labor and Supply Offset,1535478,E,Other Governmental Funds,2582
2017,Mayor/Council,Risk Mgmt Fund,Labor and Supply Offset,186392,E,Risk Management,2583
2017,Non-Appropriated,Interdepartmental Service Fund,Labor and Supply Offset,-15612889,E,Other Governmental Funds,2584
2017,Parks and Recreation,General Fund,City Property,600517,E,General Fund,2585
2017,Parks and Recreation,General Fund,Employee Services,25934515,E,General Fund,2586
2017,Parks and Recreation,General Fund,Labor and Supply Offset,-15081661,E,General Fund,2587
2017,Parks and Recreation,General Fund,Operating Transfers,1419326,E,General Fund,2588
2017,Parks and Recreation,General Fund,Other Services and Supplies,9301478,E,General Fund,2589
2017,Parks and Recreation,General Fund,Transfers,0,E,General Fund,2590
2017,Parks and Recreation,4th R Program,City Property,19800,E,Other Governmental Funds,2591
2017,Parks and Recreation,4th R Program,Employee Services,5878407,E,Other Governmental Funds,2592
2017,Parks and Recreation,4th R Program,Labor and Supply Offset,1000,E,Other Governmental Funds,2593
2017,Parks and Recreation,4th R Program,Operating Transfers,-1049979,E,Other Governmental Funds,2594
2017,Parks and Recreation,4th R Program,Other Services and Supplies,927081,E,Other Governmental Funds,2595
2017,Parks and Recreation,4th R Program,Transfers,0,E,Other Governmental Funds,2596
2017,Parks and Recreation,Ethel Macleod Hart Trust,Other Services and Supplies,825000,E,Other Governmental Funds,2597
2017,Parks and Recreation,Golf Fund,Employee Services,120740,E,Other Governmental Funds,2598
2017,Parks and Recreation,Golf Fund,Other Services and Supplies,87941,E,Other Governmental Funds,2599
2017,Parks and Recreation,Laguna Creek Maint Dist,Labor and Supply Offset,133375,E,Other Governmental Funds,2600
2017,Parks and Recreation,Land Park,Labor and Supply Offset,139000,E,Other Governmental Funds,2601
2017,Parks and Recreation,Landscaping and Lighting,Labor and Supply Offset,3250000,E,Other Governmental Funds,2602
2017,Parks and Recreation,N Natomas Lands CFD 3,Labor and Supply Offset,1487667,E,Other Governmental Funds,2603
2017,Parks and Recreation,Neighborhood Park Maint CFD,Labor and Supply Offset,1200000,E,Other Governmental Funds,2604
2017,Parks and Recreation,Neighborhood Water Quality Dist,Labor and Supply Offset,24000,E,Other Governmental Funds,2605
2017,Parks and Recreation,Park Development Fund,City Property,50000,E,Other Governmental Funds,2606
2017,Parks and Recreation,Park Development Fund,Labor and Supply Offset,142600,E,Other Governmental Funds,2607
2017,Parks and Recreation,Quimby Act Fund,Other Services and Supplies,10000,E,Other Governmental Funds,2608
2017,Parks and Recreation,Railyards Maint CFD No 2014-04,Labor and Supply Offset,5000,E,Other Governmental Funds,2609
2017,Parks and Recreation,Special Recreation,Labor and Supply Offset,0,E,Other Governmental Funds,2610
2017,Parks and Recreation,START Fund,Employee Services,4070654,E,Other Governmental Funds,2611
2017,Parks and Recreation,START Fund,Labor and Supply Offset,-939439,E,Other Governmental Funds,2612
2017,Parks and Recreation,START Fund,Operating Transfers,-709347,E,Other Governmental Funds,2613
2017,Parks and Recreation,START Fund,Other Services and Supplies,597016,E,Other Governmental Funds,2614
2017,Parks and Recreation,START Fund,Transfers,0,E,Other Governmental Funds,2615
2017,Parks and Recreation,Special Recreation,"Charges, Fees, and Services",0,R,Other Governmental Funds,2616
2017,Parks and Recreation,Special Recreation,Intergovernmental,0,R,Other Governmental Funds,2617
2017,Parks and Recreation,Special Recreation,Licenses and Permits,0,R,Other Governmental Funds,2618
2017,Parks and Recreation,Special Recreation,Miscellaneous Revenue,0,R,Other Governmental Funds,2619
2017,Parks and Recreation,START Fund,"Charges, Fees, and Services",223000,R,Other Governmental Funds,2620
2017,Parks and Recreation,START Fund,Intergovernmental,2844496,R,Other Governmental Funds,2621
2017,Police,General Fund,City Property,2022743,E,General Fund,2622
2017,Police,General Fund,Employee Services,144411596,E,General Fund,2623
2017,Police,General Fund,Labor and Supply Offset,-25666738,E,General Fund,2624
2017,Police,General Fund,Operating Transfers,0,E,General Fund,2625
2017,Police,General Fund,Other Services and Supplies,11010355,E,General Fund,2626
2017,Police,General Fund,Transfers,-272360,E,General Fund,2627
2017,Police,Interdepartmental Service Fund,Labor and Supply Offset,187037,E,Other Governmental Funds,2628
2017,Police,Risk Mgmt Fund,Labor and Supply Offset,546311,E,Risk Management,2629
2017,Police,General Fund,"Charges, Fees, and Services",9054499,R,General Fund,2630
2017,Finance,Willowcreek Lndscpng CFD,"Charges, Fees, and Services",98245,R,Other Governmental Funds,2631
2017,Police,General Fund,"Fines, Forfeitures, and  Penalties",447000,R,General Fund,2632
2017,Police,General Fund,Intergovernmental,657000,R,General Fund,2633
2017,Fire,General Fund,City Property,1340713,E,General Fund,2634
2017,Police,General Fund,Licenses and Permits,1034000,R,General Fund,2635
2017,Public Works,Laguna Creek Maint Dist,Labor and Supply Offset,43200,E,Other Governmental Funds,2637
2017,Fire,General Fund,Employee Services,109007192,E,General Fund,2638
2017,Police,Traffic Safety Fund,"Fines, Forfeitures, and  Penalties",700000,R,Other Governmental Funds,2639
2017,Public Works,Land Park,Labor and Supply Offset,20000,E,Other Governmental Funds,2641
2017,Public Works,Landscaping and Lighting,Labor and Supply Offset,10738768,E,Other Governmental Funds,2642
2017,Public Works,Marina Fund,Employee Services,374298,E,Other Governmental Funds,2643
2017,Public Works,Marina Fund,Labor and Supply Offset,3876,E,Other Governmental Funds,2644
2017,Public Works,Marina Fund,Other Services and Supplies,384686,E,Other Governmental Funds,2645
2017,Public Works,N Nat Lndscp 99-02,Labor and Supply Offset,336263,E,Other Governmental Funds,2646
2017,Public Works,N Natomas Lands CFD 3,Labor and Supply Offset,410500,E,Other Governmental Funds,2647
2017,Public Works,Neighborhood Lighting Dist,Labor and Supply Offset,20860,E,Other Governmental Funds,2648
2017,Public Works,Neighborhood Water Quality Dist,Labor and Supply Offset,24995,E,Other Governmental Funds,2649
2017,Public Works,New Measure A Maintenance,Labor and Supply Offset,8442429,E,Other Governmental Funds,2650
2017,Public Works,Northside Subdiv Maint Dist,Labor and Supply Offset,4075,E,Other Governmental Funds,2651
2017,Public Works,Power Inn Rd Md 2003-01,Labor and Supply Offset,5313,E,Other Governmental Funds,2652
2017,Public Works,Railyards Maint CFD No 2014-04,Labor and Supply Offset,48440,E,Other Governmental Funds,2653
2017,Public Works,State Route 160,Labor and Supply Offset,0,E,Other Governmental Funds,2654
2017,Public Works,State Route 275,Labor and Supply Offset,0,E,Other Governmental Funds,2655
2017,Public Works,Subdiv Lndscpng Maint Dist,Labor and Supply Offset,254738,E,Other Governmental Funds,2656
2017,Public Works,Traffic Safety Fund,Labor and Supply Offset,764629,E,Other Governmental Funds,2657
2017,Public Works,Village Garden N.-Mtce Dist #1,Labor and Supply Offset,14454,E,Other Governmental Funds,2658
2017,Public Works,Willowcreek Assmnt Md,Labor and Supply Offset,11600,E,Other Governmental Funds,2659
2017,Public Works,Willowcreek Lndscpng CFD,Labor and Supply Offset,78676,E,Other Governmental Funds,2660
2017,Public Works,Parking Fund,"Charges, Fees, and Services",18901762,R,Enterprise Funds,2661
2017,Public Works,Parking Fund,"Interest, Rents, and Concessions",673962,R,Enterprise Funds,2662
2017,Public Works,Recycling and Solid Waste,"Charges, Fees, and Services",62008000,R,Enterprise Funds,2663
2017,Public Works,Recycling and Solid Waste,Intergovernmental,38500,R,Enterprise Funds,2664
2017,Public Works,General Fund,"Charges, Fees, and Services",11062464,R,General Fund,2665
2017,Public Works,General Fund,"Fines, Forfeitures, and  Penalties",10827683,R,General Fund,2666
2017,Public Works,General Fund,"Interest, Rents, and Concessions",49000,R,General Fund,2667
2017,Public Works,General Fund,Intergovernmental,198000,R,General Fund,2668
2017,Public Works,General Fund,Licenses and Permits,39000,R,General Fund,2669
2017,Public Works,Fleet Management Fund,"Charges, Fees, and Services",6907451,R,Internal Service Funds,2670
2017,Public Works,Fleet Management Fund,"Interest, Rents, and Concessions",608060,R,Internal Service Funds,2671
2017,Public Works,Fleet Management Fund,Miscellaneous Revenue,32412712,R,Internal Service Funds,2672
2017,Public Works,Cal EPA Fund,Intergovernmental,172370,R,Other Governmental Funds,2673
2017,Public Works,Marina Fund,"Charges, Fees, and Services",264000,R,Other Governmental Funds,2674
2017,Public Works,Marina Fund,Intergovernmental,25000,R,Other Governmental Funds,2675
2017,Public Works,Marina Fund,Licenses and Permits,1069575,R,Other Governmental Funds,2676
2017,Public Works,Street Cut Fund,Licenses and Permits,100000,R,Other Governmental Funds,2677
2017,Utilities,Community Center Fund,Labor and Supply Offset,4983,E,Enterprise Funds,2678
2017,Utilities,Parking Fund,Labor and Supply Offset,1359,E,Enterprise Funds,2679
2017,Utilities,Recycling and Solid Waste,Labor and Supply Offset,1735768,E,Enterprise Funds,2680
2017,Utilities,Recycling and Solid Waste,Other Services and Supplies,2000,E,Enterprise Funds,2681
2017,Utilities,Storm Drainage Fund,City Property,685981,E,Enterprise Funds,2682
2017,Utilities,Storm Drainage Fund,Employee Services,14390407,E,Enterprise Funds,2683
2017,Utilities,Storm Drainage Fund,Labor and Supply Offset,4179766,E,Enterprise Funds,2684
2017,Utilities,Storm Drainage Fund,Operating Transfers,3910000,E,Enterprise Funds,2685
2017,Utilities,Storm Drainage Fund,Other Services and Supplies,8533632,E,Enterprise Funds,2686
2017,Utilities,Storm Drainage Fund,Transfers,-675819,E,Enterprise Funds,2687
2017,Public Works,Parking Fund,City Property,26597,E,Enterprise Funds,2688
2017,Public Works,Parking Fund,Employee Services,4576113,E,Enterprise Funds,2689
2017,Public Works,Parking Fund,Labor and Supply Offset,1208314,E,Enterprise Funds,2690
2017,Public Works,Parking Fund,Operating Transfers,2080700,E,Enterprise Funds,2691
2017,Public Works,Parking Fund,Other Services and Supplies,3980475,E,Enterprise Funds,2692
2017,Public Works,Recycling and Solid Waste,City Property,6315984,E,Enterprise Funds,2693
2017,Public Works,Recycling and Solid Waste,Employee Services,15059888,E,Enterprise Funds,2694
2017,Public Works,Recycling and Solid Waste,Labor and Supply Offset,1708380,E,Enterprise Funds,2695
2017,Public Works,Recycling and Solid Waste,Operating Transfers,6719800,E,Enterprise Funds,2696
2017,Public Works,Recycling and Solid Waste,Other Services and Supplies,26249229,E,Enterprise Funds,2697
2017,Public Works,Storm Drainage Fund,Labor and Supply Offset,195000,E,Enterprise Funds,2698
2017,Public Works,General Fund,City Property,1175039,E,General Fund,2699
2017,Public Works,General Fund,Employee Services,42363278,E,General Fund,2700
2017,Public Works,General Fund,Labor and Supply Offset,-55061382,E,General Fund,2701
2017,Public Works,General Fund,Other Services and Supplies,22573083,E,General Fund,2702
2017,Public Works,Fleet Management Fund,City Property,12843426,E,Internal Service Funds,2703
2017,Public Works,Fleet Management Fund,Employee Services,6996112,E,Internal Service Funds,2704
2017,Public Works,Fleet Management Fund,Labor and Supply Offset,1654762,E,Internal Service Funds,2705
2017,Public Works,Fleet Management Fund,Other Services and Supplies,16685118,E,Internal Service Funds,2706
2017,Public Works,12th Street Maint Benefit Area,Labor and Supply Offset,13100,E,Other Governmental Funds,2707
2017,Public Works,Citation I-5 Maintenance,Labor and Supply Offset,25000,E,Other Governmental Funds,2708
2017,Public Works,Del Paso Nuevo Landscaping CFD,Labor and Supply Offset,14350,E,Other Governmental Funds,2709
2017,Fire,General Fund,Labor and Supply Offset,-14110724,E,General Fund,2756
2017,Fire,General Fund,Other Services and Supplies,12333198,E,General Fund,2757
2017,Fire,General Fund,Transfers,272360,E,General Fund,2758
2017,Fire,Risk Mgmt Fund,Labor and Supply Offset,500000,E,Risk Management,2759
2017,Fire,General Fund,"Charges, Fees, and Services",19362890,R,General Fund,2760
2017,Fire,General Fund,Intergovernmental,5290000,R,General Fund,2761
2017,Fire,General Fund,Licenses and Permits,797381,R,General Fund,2762
2017,Human Resources,Recycling and Solid Waste,Labor and Supply Offset,117545,E,Enterprise Funds,2763
2017,Human Resources,Storm Drainage Fund,Labor and Supply Offset,45189,E,Enterprise Funds,2764
2017,Human Resources,Wastewater Fund,Labor and Supply Offset,18585,E,Enterprise Funds,2765
2017,Human Resources,Water Fund,Labor and Supply Offset,57700,E,Enterprise Funds,2766
2017,Human Resources,General Fund,City Property,5000,E,General Fund,2767
2017,Human Resources,General Fund,Employee Services,4329826,E,General Fund,2768
2017,Human Resources,General Fund,Labor and Supply Offset,-2011914,E,General Fund,2769
2017,Human Resources,General Fund,Other Services and Supplies,699328,E,General Fund,2770
2017,Human Resources,Fleet Management Fund,Labor and Supply Offset,59614,E,Internal Service Funds,2771
2017,Human Resources,Interdepartmental Service Fund,Labor and Supply Offset,1471678,E,Other Governmental Funds,2772
2017,Human Resources,Risk Mgmt Fund,City Property,77500,E,Risk Management,2773
2017,Human Resources,Risk Mgmt Fund,Employee Services,2361011,E,Risk Management,2774
2017,Human Resources,Risk Mgmt Fund,Labor and Supply Offset,2887145,E,Risk Management,2775
2017,Human Resources,Risk Mgmt Fund,Other Services and Supplies,12737276,E,Risk Management,2776
2017,Human Resources,Worker's Compensation Fund,City Property,17500,E,Risk Management,2777
2017,Human Resources,Worker's Compensation Fund,Employee Services,2138354,E,Risk Management,2778
2017,Human Resources,Worker's Compensation Fund,Labor and Supply Offset,600154,E,Risk Management,2779
2017,Human Resources,Worker's Compensation Fund,Other Services and Supplies,9982558,E,Risk Management,2780
2017,Human Resources,General Fund,"Charges, Fees, and Services",152000,R,General Fund,2781
2017,Human Resources,Risk Mgmt Fund,"Charges, Fees, and Services",350000,R,Risk Management,2782
2017,Human Resources,Risk Mgmt Fund,Miscellaneous Revenue,16454299,R,Risk Management,2783
2017,Human Resources,Worker's Compensation Fund,Miscellaneous Revenue,12719111,R,Risk Management,2784
2017,Information Technology,Community Center Fund,Labor and Supply Offset,431732,E,Enterprise Funds,2785
2017,Information Technology,Parking Fund,Labor and Supply Offset,149795,E,Enterprise Funds,2786
2017,Information Technology,Recycling and Solid Waste,Labor and Supply Offset,1022535,E,Enterprise Funds,2787
2017,Information Technology,Recycling and Solid Waste,Transfers,227238,E,Enterprise Funds,2788
2017,Information Technology,Storm Drainage Fund,Labor and Supply Offset,15042,E,Enterprise Funds,2789
2017,Information Technology,Storm Drainage Fund,Transfers,598269,E,Enterprise Funds,2790
2017,Information Technology,Wastewater Fund,Labor and Supply Offset,28194,E,Enterprise Funds,2791
2017,Information Technology,Wastewater Fund,Transfers,1284817,E,Enterprise Funds,2792
2017,Information Technology,Water Fund,Labor and Supply Offset,197681,E,Enterprise Funds,2793
2017,Information Technology,Water Fund,Transfers,1114361,E,Enterprise Funds,2794
2017,Information Technology,General Fund,City Property,369195,E,General Fund,2795
2017,Information Technology,General Fund,Employee Services,16717140,E,General Fund,2796
2017,Information Technology,General Fund,Labor and Supply Offset,-4307306,E,General Fund,2797
2017,Information Technology,General Fund,Other Services and Supplies,638931,E,General Fund,2798
2017,Information Technology,General Fund,Transfers,-3345927,E,General Fund,2799
2017,Information Technology,Fleet Management Fund,Labor and Supply Offset,76176,E,Internal Service Funds,2800
